id,trigger,conditions,script,text,options,notes
ise_offerBribeSelNotEnough,DialogOptionSelected,$option == ise_offerBribe,SetTextHighlights $ise_bribeAmountDGS,"""Your interest in the matter is duly noted, but it doesn't sound like you're really ready to help me resolve this misunderstanding. Something more like, oh, $ise_bribeAmountDGS credits? That could facilitate a proper investigation.""

""Now I have fascinating reports about you to read over, so come back when you're serious.""",0:cutCommLink:통신을 끊는다,
ise_offerBribeAmountSel,DialogOptionSelected,$option == ise_offerBribeAmount,"AddText ""Lost $ise_bribeAmountDGS credits"" textEnemyColor
AddText ""\""Thank you, citizen. I'm sure my investigation will reach a proper conclusion in due time.\""""
SubCredits $ise_bribeAmount
CallEvent $ise_eventRef setBribePaid",,0:cutCommLink:통신을 끊는다,
# Good reputation with other faction investigation inspector,,,,,,
igr_greetingTOn,PickGreeting,"$igr_investigator
$player.transponderOn
!CallEvent $igr_eventRef paidBribe",ShowPersonVisual,"After a short wait, your connection request is accepted.

$personName looks at you suspiciously.

""As I'm sure you're aware, I'm currently conducting a highly sensitive investigation, and have no time for idle chatter. Certainly not with someone that's known to be a person of interest.""

The slight emphasis on ""known"" gives you the feeling that you might get further if you came into port without broadcasting your identity via the transponder.",0:cutCommLink:통신을 끊는다,
igr_greetingTOff,PickGreeting,"$igr_investigator
!$player.transponderOn
!CallEvent $igr_eventRef paidBribe",ShowPersonVisual,"After a short wait, your connection request is accepted.

$personName looks at you for a moment or two before speaking.

""As I'm sure you're aware, I'm currently conducting a highly sensitive investigation.""","0:igr_offerBribe:""I just want to make sure you have the resources for a thorough investigation...""
1:cutCommLink:통신을 끊는다",
igr_greetingPaid,PickGreeting,"$igr_investigator
CallEvent $igr_eventRef paidBribe",EndConversation,"After a short wait, your connection request is rejected.",,
igr_greetingReject,PickGreeting,"$igr_investigator
$personFaction.numGRInvestigations >= 2 score:100",ShowPersonVisual,"After a short wait, your connection request is accepted.

$personName looks at you for a moment or two before speaking.

""As I'm sure you're aware, I'm currently conducting a highly sensitive investigation.""","0:igr_offerBribe:""I just want to make sure you have the resources for a thorough investigation...""
1:cutCommLink:통신을 끊는다",
igr_offerBribeSel,DialogOptionSelected,"$option == igr_offerBribe
$player.credits >= $igr_bribeAmount",SetTextHighlights $igr_bribeAmountDGS,"""I'm so glad to meet someone who understands the difficulties involved.

Having proper funding - say, an extra $igr_bribeAmountDGS credits - would ensure that this investigation could reach a speedy and satisfactory conclusion.""","0:igr_offerBribeAmount:Offer a ""donation"" of $igr_bribeAmountDGS credits
1:cutCommLink:통신을 끊는다",
igr_offerBribeRejectedSel,DialogOptionSelected,"$option == igr_offerBribe
$personFaction.numGRInvestigations >= 2 score:100",,"""Your concern is noted, citizen, but $thePersonFaction is providing me with all the resources I need.""",0:cutCommLink:통신을 끊는다,
igr_offerBribeSelNotEnough,DialogOptionSelected,$option == igr_offerBribe,SetTextHighlights $igr_bribeAmountDGS,"""Your interest in the matter is duly noted, but it doesn't sound like you're really ready to help me resolve this misunderstanding. Something more like, oh, $ise_bribeAmountDGS credits? That could facilitate a proper investigation."" 

""Now I have some fascinating reports about you to review, so come back when you're serious.""",0:cutCommLink:통신을 끊는다,
igr_offerBribeAmountSel,DialogOptionSelected,$option == igr_offerBribeAmount,"AddText ""Lost $igr_bribeAmountDGS credits"" textEnemyColor
AddText ""\""Thank you, citizen. I'm sure my investigation will reach a proper conclusion in due time.\""""
SubCredits $igr_bribeAmount
CallEvent $igr_eventRef setBribePaid
FireBest IGRBribeEnd",,,
igr_offerBribeAccepedEndWarning,IGRBribeEnd,$personFaction.numGRInvestigations == 1,,"$personName hesitates and switches to a more secure channel before speaking.

""I'm telling you this because I don't want you to think that I haven't been looking out for you. There's considerable pressure from the top for this investigation to reach certain conclusions.

Should there be another $personFaction investigation into your ties with any other factions, I don't think you'll be able to influence the outcome.""",0:cutCommLink:통신을 끊는다,
igr_offerBribeAccepedEndNormal,IGRBribeEnd,,,,0:cutCommLink:통신을 끊는다,
,,,,,,
remnantStationFleetOpenDefault,BeginFleetEncounter,"$isStation
$faction.id == remnant
!$printedDesc",$printedDesc = true 0,"The grim expanse of the remnant battlestation fills your viewscreen. A bridge officer re-scales the tactical target display so that its entire mass can be seen at once. 

A relic from the First AI War, the station nonetheless appears to be fully armed and operational.

The combat analysis system churns for a few seconds and then beeps angrily instead of producing the usual range of tactical recommendations.",,
remnantStationFleetOpenDamaged,BeginFleetEncounter,"$isStation
$damagedStation
$faction.id == remnant
!$printedDesc",$printedDesc = true 0,"The grim expanse of the Remnant battlestation fills your viewscreen. A bridge officer re-scales the tactical target display so that its entire mass can be seen at once. 

A relic from the First AI War, the station's long arc gapes with empty sockets where weapons platforms and citadels were once present. Despite the obvious damage, the station is armed and operational.

The combat analysis system churns for a few seconds and then beeps angrily instead of producing the usual range of tactical recommendations.",,
# SALVAGE,,,,,,
sal_default,OpenInteractionDialog,$tag:salvageable,"SalvageGenFromSeed
FireBest ShowSalvageEntityDetails
FireBest SalvageCheckHostile",,,
sal_derelictDefault,OpenInteractionDialog,"$tag:salvageable
$faction.id == derelict","SalvageGenFromSeed
FireBest ShowSalvageEntityDetails
FireBest SalvageCheckHostile",Your $shipOrFleet approaches a $nameInText left from the initial Domain exploration of the Sector.,,
sal_scavengeDebris,OpenInteractionDialog,"$tag:salvageable
$customType == debris_field_shared score:100","SalvageGenFromSeed
ShowDefaultVisual
SalvageEntity descDebris
FireBest SalvageCheckHostile",Your $shipOrFleet assumes a stable orbit relative to the debris field.,,
,,,,,,
sal_hostileNearby,SalvageCheckHostile,HostileFleetNearbyAndAware,SetShortcut defaultLeave ESCAPE,"A nearby hostile fleet is tracking your movements, making exploration impossible.",100:defaultLeave:Leave,
sal_noHostileNearby,SalvageCheckHostile,!HostileFleetNearbyAndAware,"$salvageLeaveText = Leave 0
FireAll PopulateSalvageOptions1",,,
,,,,,,
# Details/description printed on initial interaction,,,,,,
sal_defaultDetails,ShowSalvageEntityDetails,,"ShowDefaultVisual
PrintDescription 1",,,
sal_probeDetails,ShowSalvageEntityDetails,$customType == derelict_probe,"ShowDefaultVisual
FireBest DerelictPrintExtraInfo","Pitted by small impacts, the probe's hull displays iridescence typical of fearsome radiation scarring. Though this probe's manufacture could well date to a thousand cycles ago, some systems are still nominally active.",,
sal_surveyShipDetails,ShowSalvageEntityDetails,$customType == derelict_survey_ship,"ShowDefaultVisual
FireBest DerelictPrintExtraInfo",The ancient Domain-era automated survey ship has been ravaged by centuries of exposure to charged particles and high velocity impacts of interstellar dust. Some systems still appear to be nominally active.,,
sal_mothershipDetails,ShowSalvageEntityDetails,$customType == derelict_mothership,"ShowDefaultVisual
FireBest DerelictPrintExtraInfo","The vast bulk of the automated exploration mothership is burned and battered by centuries of service to the Domain, a drifting forgotten hulk, though sensors indicate that some systems are still nominally active.",,
sal_derelictDefConstructionInfo,DerelictPrintExtraInfo,$global.defeatedDerelictStr >= 50,,"Sensor returns indicate unusually short-lived charged particles near the derelict. Density distribution in the internal structure has also changed from patterns extrapolated from your previous encounters with Domain-era exploration vessels, as if internal masses have been removed or intentionally redistributed.",,
sal_wreckDetails,ShowSalvageEntityDetails,$customType == wreck,"ShowDefaultVisual
PrintWreckDescription",,,
,,,,,,
# Explore/Leave options and actions,,,,,,
sal_defaultLeave1,PopulateSalvageOptions1,,SetShortcut defaultLeave ESCAPE,,100:defaultLeave:$salvageLeaveText,
sal_explore,PopulateSalvageOptions1,$customType != debris_field_shared,,,0:salExplore:Explore,
sal_assess,PopulateSalvageOptions1,$customType == debris_field_shared,,,0:salExplore:Assess,
sal_defenders,DialogOptionSelected,"$option == salExplore
$hasDefenders",FireBest TriggerAutomatedDefenses,,,
sal_noDefenders,DialogOptionSelected,$option == salExplore,FireBest CheckSalvageSpecial,,,
,,,,,,
# Descriptions of automated defenders,,,,,,
sal_printDefaultDefenders,TriggerAutomatedDefenses,,SalvageDefenderInteraction,"As your $shipOrFleet moves in closer, new energy signatures are detected near the $shortName.",,
sal_printDebrisDefenders,TriggerAutomatedDefenses,$customType == debris_field_shared,SalvageDefenderInteraction,"As your $shipOrFleet moves in closer, new energy signatures are detected near a larger pieces of debris.",,
sal_triggerProbeDefenders,TriggerAutomatedDefenses,$customType == derelict_probe,SalvageDefenderInteraction,"As your $shipOrFleet moves in closer, several energy signatures are detected coming online inside the probe's hold.",,
sal_triggerSurveyShipDefenders,TriggerAutomatedDefenses,$customType == derelict_survey_ship,SalvageDefenderInteraction,"As your $shipOrFleet moves in closer, multiple energy signatures are detected coming online from various points on and within the flayed hull of the survey ship.",,
sal_triggerMothershipDefendersBoth,TriggerAutomatedDefenses,"$customType == derelict_mothership
$hasStation
$hasNonStation",SalvageDefenderInteraction,"As your $shipOrFleet moves in closer, numerous strong energy signatures are detected coming online inside the darkened work-bays of the mothership's vast hulk. Your sensors also detect several weapon emplacements powering up on the mothership itself.",,
sal_triggerMothershipDefendersOnlyDrones,TriggerAutomatedDefenses,"$customType == derelict_mothership
$hasNonStation",SalvageDefenderInteraction,"As your $shipOrFleet moves in closer, numerous strong energy signatures are detected coming online inside the darkened work-bays of the mothership's vast hulk.",,
sal_triggerMothershipDefendersOnlyItself,TriggerAutomatedDefenses,"$customType == derelict_mothership
$hasStation",SalvageDefenderInteraction,"As your $shipOrFleet moves in closer, your sensors detect several weapon emplacements powering up in darkened crevasses on the mothership's vast hulk.",,
,,,,,,
"# Checking whether salvage results in a ""special"" find. This is where SalvageDefenderInteraction returns to.",,,,,,
sal_continuePostDefenders,BeatDefendersContinue,,,Your $shipOrFleet finishes its approach to the $nameInText without further incident.,0:salBeatDefendersContinue:Continue,
sal_continuePostDefendersDerelict,BeatDefendersContinue,$faction.id == derelict,,"As your $shipOrFleet finishes mopping up the automated defenses, a weak hyperwave ping is detected coming from the $shortName. It's unclear if this is random noise from a dying subsystem or some kind of encrypted signal.

Your $shipOrFleet finishes its approach to the $nameInText without further incident.",0:salBeatDefendersContinue:Continue,
sal_continuePostDefendersSelected,DialogOptionSelected,$option == salBeatDefendersContinue,FireBest CheckSalvageSpecial,,,
sal_checkSpecialFound,CheckSalvageSpecial,$salvageSpecialData != null,"ShowDefaultVisual
SalvageSpecialInteraction",,,
,,,,,,
"# If no special, go right to salvage. If there was a special, ""Continue"" to go to salvage",,,,,,
sal_checkSpecialNoneFound,CheckSalvageSpecial,,"ShowDefaultVisual
FireBest BeginSalvage",,,
sal_specialFinished,SalvageSpecialFinished,,,,0:salSpecialContinue:Continue,
sal_specialContinueSelected,DialogOptionSelected,$option == salSpecialContinue,FireBest BeginSalvage,,,
sal_specialFinishedNoContinue,SalvageSpecialFinishedNoContinue,,FireBest BeginSalvage,,,
,,,,,,
# Actual salvage process,,,,,,
sal_showRatingAndCost,BeginSalvage,,"SalvageEntity showCost
FireAll PopulateSalvageOptions2",,,
sal_optionLeave,PopulateSalvageOptions2,,SetShortcut defaultLeave ESCAPE,,100:defaultLeave:$salvageLeaveText,
#sal_optionSalvageDisabledCost,PopulateSalvageOptions2,"!$canSalvage
!$canAffordSalvage
$canDoSalvageRating","SetEnabled salSalvage false
SetTooltip salSalvage ""Your fleet does not have the necessary resources to run a proper salvage operation here.""",,0:salSalvage:Begin salvage operations,
#sal_optionSalvageDisabledRating,PopulateSalvageOptions2,"!$canSalvage
$canAffordSalvage
!$canDoSalvageRating","SetEnabled salSalvage false
SetTooltip salSalvage ""The salvage difficulty rating is too high for you to perform a proper salvage operation.""",,0:salSalvage:Begin salvage operations,
#sal_optionSalvageDisabledBoth,PopulateSalvageOptions2,"!$canSalvage
!$canDoSalvageRating
!$canAffordSalvage","SetEnabled salSalvage false
SetTooltip salSalvage ""The salvage difficulty rating is too high for you to perform a proper salvage operation. In addition, your fleet does not have the necessary resources to run a proper salvage operation here.""",,0:salSalvage:Begin salvage operations,
sal_optionSalvageEnabled,PopulateSalvageOptions2,,,,0:salSalvage:Begin salvage operations,
#sal_optionDemolish,PopulateSalvageOptions2,$customType != debris_field_shared,"SetTooltip salDemolish ""Scavenging through the resulting debris field will produce about half the salvage, compared to a proper salvage operation.""",,1:salDemolish:Pound it into scrap,
sal_optionCheckAccidents,DialogOptionSelected,$option == salSalvage,SalvageEntity checkAccidents,,,
sal_salvageOptionSelected,DialogOptionSelected,$option == salPerform,"SalvageEntity performSalvage
FireBest PostSalvagePerform",,,
sal_demolishOptionSelected,DialogOptionSelected,$option == salDemolish,SetShortcut defaultLeave ESCAPE,Salvage crews set targeting beacons at key points in the structure.,"0:salDemolishConfirm:Give the order to fire
100:defaultLeave:Leave",
sal_demolishOptionConfirmed,DialogOptionSelected,$option == salDemolishConfirm,SalvageEntity demolish,,,
,,,,,,
,,,,,,
# CARGO PODS,,,,,,
pods_start,OpenInteractionDialog,$customType == cargo_pods,"ShowDefaultVisual
CargoPods printDesc
FireAll CargoPodsOptions
FireAll CargoPodsOptionsUpdate",,,
pods_open,CargoPodsOptions,!$locked,,,0:podsOpen:Examine pod contents,
pods_leave,CargoPodsOptions,,SetShortcut defaultLeave ESCAPE,,100:defaultLeave:Leave,
pods_stabilize,CargoPodsOptions,,,,1:podsStabilize:Put the pods into a stable orbit,
pods_stabilizeDisable,CargoPodsOptionsUpdate,$inHyperspace,"SetEnabled podsStabilize false
SetTooltip podsStabilize ""Can not be done in hyperspace.""",,,
pods_stabilizeDisableDidAlready,CargoPodsOptionsUpdate,"!$inHyperspace
$stabilized
$daysLeft > 90","SetEnabled podsStabilize false
SetTooltip podsStabilize ""The pods are already in a semi-stable orbit and further efforts will not yield meaningful results.""",,,
pods_break,CargoPodsOptions,"$locked
!$canUnlock",,,"0:podsBreak:Blast the locks open
100:defaultLeave:Leave",
pods_unlock,CargoPodsOptions,"$locked
$canUnlock",,,"0:podsOpen:Transmit the keycode and examine the contents
100:defaultLeave:Leave",
pods_openOption,DialogOptionSelected,$option == podsOpen,"unset $locked
unset $trapped
CargoPods openCargo",,,
pods_breakOption,DialogOptionSelected,"$option == podsBreak
!$trapped","CargoPods breakLocks
unset $locked
unset $trapped",,,
pods_breakOption2,DialogOptionSelected,"$option == podsBreak
$trapped",CargoPods destroy,"Unfortunately, the pods were wired to explode unless the correct authorization code was given, and the cargo is destroyed in its entirety.",100:defaultLeave:Leave,
pods_stabilizeSel,DialogOptionSelected,$option == podsStabilize,"CargoPods computeStabilizeData
AddText ""Stabilizing the orbit of the cargo pods will require $stabilizeSupplies supplies and will put them on a stable orbit for approximately $stabilizeDays days.""
SetTextHighlights $stabilizeSupplies $stabilizeDays
AddText ""Adding or removing any cargo afterwards will destabilize the orbit.""
FireBest CargoPodsShowAvailableSupplies",,"0:podsStabConfirm:Proceed
1:podsStabAbort:Never mind",
pods_stabilizeSuppliesEnough,CargoPodsShowAvailableSupplies,$stabilizeSupplies < $player.supplies,SetTextHighlights $player.supplies,You have $player.supplies supplies available.,,
pods_stabilizeSuppliesNotEnough,CargoPodsShowAvailableSupplies,$stabilizeSupplies >= $player.supplies,"SetTextHighlightColors bad
SetTextHighlights $player.supplies
SetEnabled podsStabConfirm false",You have $player.supplies supplies available.,,
pods_stabConfirmSel,DialogOptionSelected,$option == podsStabConfirm,"CargoPods stabilize
FireAll CargoPodsOptions
FireAll CargoPodsOptionsUpdate",,,
pods_stabAbortSel,DialogOptionSelected,$option == podsStabAbort,"FireAll CargoPodsOptions
FireAll CargoPodsOptionsUpdate",,,
,,,,,,
,,,,,,
# luddic shrine interaction test by David! (Having some Fun.),,,,,,
shrineOpenDialog,OpenInteractionDialog,$tag:luddicShrine,"PrintDescription 1
AddText ""The landing bay is filled with parties of Luddic pilgrims dressed in traditional handweave meeting with subcurates. An attendant looks you over suspiciously and inquires about what business you have coming here.""
ShowDefaultVisual
FireBest ShrineMainOptions",,,
shrineMainOptions,ShrineMainOptions,,"SetShortcut shrineLeave ""ESCAPE""",,"0:shrineVisit:Visit
1:shrineMakeOffering:Make an offering
10:shrineLeave:Leave",
shrineVisit,DialogOptionSelected,$option == shrineVisit,"SetShortcut shrineLeave ""ESCAPE""","The attendant receives your request with only the subtlest disapproval. To your surprise, a subcurate approaches to escort you to the shrine's viewing chamber.

A vast, dim gallery opens upon a hundred-meter diamond plate window allowing a full view of the glory of Kumari Aru. Here, pilgrims quietly contemplate the miracle of Creation, taking in the sublime and terrible beauty of the gas giant looming below. Storm systems the size of a standard terrestrial world churn with slow majesty, inner-lit with green-violet sheet lightning, teeming with xenolife. Does something incomprehensible look up from the lee of a dark cloudbank at the bright point in that alien sky?

After a time, you return to your ship.",shrineLeave:Leave,
shrineLeave,DialogOptionSelected,$option == shrineLeave,DismissDialog,,,
,,,,,,
shrineOfferingAlreadyMade,DialogOptionSelected,"$option == shrineMakeOffering
$offeringMade score:100",,You've made a contribution recently so providing another at this time might be viewed as an unseemly act of pride.,,
shrineOfferingEnough,DialogOptionSelected,"$option == shrineMakeOffering
$player.supplies >= 10","SetTextHighlightColors buttonShortcut
SetTextHighlights 10","You inquire with the subcurate about the possibility of contributing to the maintenance of this holy site. With a warm smile, the subcurate explains that an offering of 10 units of supplies would do much to assist the Church in its observance of sacred duties.","0:shrineGiveOffering:Give 10 supplies
1:shrineCancelOffering:Never mind",
shrineOfferingNotEnough,DialogOptionSelected,"$option == shrineMakeOffering
$player.supplies < 10","SetTextHighlightColors buttonShortcut
SetTextHighlights 10","You inquire with the subcurate about the possibility of contributing to the maintenance of this holy site. An offering of 10 units of supplies would do much to assist the Church in its observance of sacred duties. Unfortunately you do not have enough supplies on hand.

The subcurate gives a sad smile. ""I see that your intent is good. Perhaps you would like to attend the free lunch we offer?""",,
shrineGiveOffering,DialogOptionSelected,$option == shrineGiveOffering,"AddText ""A subcurate accepts your offering with prayer and thanks.""
AddRemoveCommodity supplies -10 true
AdjustRep luddic_church SHRINE_OFFERING
$offeringMade = true 60
FireBest ShrineMainOptions",,,
shrineCancelOffering,DialogOptionSelected,$option == shrineCancelOffering,FireBest ShrineMainOptions,,,
,,,,,,
# AnalyzeEntityMission entity interaction,,,,,,
aem_runSensorPackageOptionHostile,OpenInteractionDialog,"$aem_target score:1000
HostileFleetNearbyAndAware","ShowDefaultVisual
SetShortcut defaultLeave ESCAPE","Your $shipOrFleet gets within range of the $nameInText that you've been contracted to run a black-box sensor package on.

However, a hostile fleet is tracking your movements, leaving you no time to stop and run the sensor package.",100:defaultLeave:Leave,
aem_runSensorPackageOption,OpenInteractionDialog,"$aem_target score:1000
!HostileFleetNearbyAndAware","ShowDefaultVisual
SetShortcut defaultLeave ESCAPE",Your $shipOrFleet gets within range of the $nameInText that you've been contracted to run a black-box sensor package on.,"0:aem_runPackage:Run the sensor package
100:defaultLeave:Leave",
aem_runSensorPackageOptionSel,DialogOptionSelected,$option == aem_runPackage,CallEvent $aem_eventRef runPackage,"You tap a button to execute the black-box sensor package and wait for it to finish. On completion, it provides an escrow key that authorizes the agreed-upon payment to be transferred to your account.

Presumably, it will transmit the scan results on a secure channel when you're near a comm relay, and then delete itself from your systems.",0:aem_continue:Continue,
aem_continueOptionSel,DialogOptionSelected,$option == aem_continue,FireBest OpenInteractionDialog,,,
,,,,,,
# SurveyPlanetMission,,,,,,
spm_planetApproach,OtherPlanetInteractionText,"$market.isPlanetConditionMarketOnly
!$market.isSurveyed
$spm_target",,It's the planet you've been contracted to run a full survey on.,,
,,,,,,
# getting a faction commission,,,,,,
cmsn_askForCommissionOpt,PopulateOptions,"$isPerson
Commission personCanGiveCommission
!Commission hasFactionCommission",,,"20:cmsn_askCommission:""I'd like to be commissioned by $theFaction""",
cmsn_resignCommissionOpt,PopulateOptions,"$isPerson
Commission personCanGiveCommission
Commission hasFactionCommission",,,"20:cmsn_resignCommission:""I'd like to resign my $faction commission""",
cmsn_lolNo,DialogOptionSelected,"$option == cmsn_askCommission
$faction.isHostile score:100","SetEnabled cmsn_askCommission false
FireBest CMSNTextRejectHostile",,,
cmsn_hasOther,DialogOptionSelected,"$option == cmsn_askCommission
!$faction.isHostile
Commission hasOtherCommission","SetEnabled cmsn_askCommission false
FireBest CMSNTextHasOther",,,
cmsn_doesNotMeetCriteria,DialogOptionSelected,"$option == cmsn_askCommission
!Commission playerMeetsCriteria","SetEnabled cmsn_askCommission false
FireBest CMSNTextUnsuited
Commission printRequirements",,,
cmsn_meetsCriteria,DialogOptionSelected,"$option == cmsn_askCommission
Commission playerMeetsCriteria",FireBest CMSNTextSuitedPart1,,0:cmsn_continueMeetsReq:Continue,
cmsn_meetsCriteria2,DialogOptionSelected,$option == cmsn_continueMeetsReq,"Commission printInfo
FireBest CMSNTextSuitedPart2",,"0:cmsn_accept:Accept $factionAOrAn $faction commission
1:cmsn_cancel:""Perhaps I'm not quite ready for this.""",
cmsn_accept,DialogOptionSelected,$option == cmsn_accept,"FireBest CMSNTextWelcomePart1
Commission accept
FireBest CMSNTextWelcomePart2
FireAll PopulateOptions",,,
cmsn_cancel,DialogOptionSelected,$option == cmsn_cancel,"FireBest CMSNTextChangeMind
FireAll PopulateOptions",,,
cmsn_resignShowOptions,DialogOptionSelected,$option == cmsn_resignCommission,FireBest CMSNResignAskToConfirm,,"0:cmsn_resignConfirm:""Yes, I'm sure.""
1:cmsn_resignCancel:""Never mind, I've reconsidered.""",
cmsn_resignConfirm,DialogOptionSelected,$option == cmsn_resignConfirm,"FireBest CMSNResignConfirmed
Commission resign
FireAll PopulateOptions",,,
cmsn_resignCancel,DialogOptionSelected,$option == cmsn_resignCancel,"FireBest CMSNResignCancelled
FireAll PopulateOptions",,,
,,,,,,
"# default commission conversation strings, copy and adjust this section for faction-specific conversation flavor",,,,,,
CMSNTextRejectHostile_default,CMSNTextRejectHostile,,,"""Is this some kind of joke? If you are who you say you are, you're on several $faction wanted lists.""",,
CMSNTextHasOther_default,CMSNTextHasOther,,,"""You're already commissioned by $theOtherCommissionFaction. You'll have to resign that commission before you can be commissioned by $theFaction.""",,
CMSNTextUnsuited_default,CMSNTextUnsuited,,,"""I'm sorry, but you don't meet our criteria for receiving a commission.""",,
CMSNTextSuitedPart1_default,CMSNTextSuitedPart1,,,"""Hmm, yes, you're a suitable candidate.

Accepting a commission is a serious matter. You will be required to fight enemies of $theFaction, wherever they may be found.

You'll be able to resign your commission at any time, though I don't imagine doing so would win you any friends.""",,
CMSNTextSuitedPart2_default,CMSNTextSuitedPart2,,,"""So, how about it? Still want to sign on?""",,
CMSNTextWelcomePart1_default,CMSNTextWelcomePart1,,,"""Excellent! Welcome to the service.""",,
CMSNTextWelcomePart2_default,CMSNTextWelcomePart2,,,"""Anything else I can do for you?""",,
CMSNTextChangeMind_default,CMSNTextChangeMind,,,"""Yes, not everyone has it in them to uphold the values of $theFaction to such a high standard. No shame in it.

Anything else I can do for you?""",,
CMSNResignAskToConfirm_default,CMSNResignAskToConfirm,,,"""Are you sure? $TheFaction needs people it can rely on, and turning your back like this won't be easily forgotten.""",,
CMSNResignConfirmed_default,CMSNResignConfirmed,,,"""I can see there's no changing your mind. Well, at least you had the courtesy to tender your resignation in person.""",,
CMSNResignCancelled_default,CMSNResignCancelled,,,"""A good decision. We can use people like you.""",,
,,,,,,
# Luddic Church commission,,,,,,
CMSNTextRejectHostile_luddic,CMSNTextRejectHostile,$faction.id == luddic_church,,"""Is this some kind of joke? If you are truly whom you claim to be, you've been condemned in multiple writs by the Most Holy Presbyteriat.""",,
CMSNTextHasOther_luddic,CMSNTextHasOther,$faction.id == luddic_church,,"""You're already commissioned by $theOtherCommissionFaction. The heart holds but one faith; until you resigned that commission, it would be quite unthinkable to be commissioned by the Church.""",,
CMSNTextUnsuited_luddic,CMSNTextUnsuited,$faction.id == luddic_church,,"""I am sorry, but you are not worthy of receiving a commission from the Church.""",,
CMSNTextSuitedPart1_luddic,CMSNTextSuitedPart1,$faction.id == luddic_church,,"""Hmm, yes, you have proven your faith through good works.

Accepting a commission is a serious matter. You will be required to fight enemies of the Church wherever they may be found; to uphold the 11 virtues; to condemn and abhor vice.

Your commission may be resigned at any time, though it would be the a very poor sign of faith in the Church. And in terms of worldly matters, it would be considered a black mark indeed by Ludd's faithful.""",,
CMSNTextSuitedPart2_luddic,CMSNTextSuitedPart2,$faction.id == luddic_church,,"""Will you accept this righteous mantle with the blessings of Ludd?""",,
CMSNTextWelcomePart1_luddic,CMSNTextWelcomePart1,$faction.id == luddic_church,,"""Praise be to the spirit of the stars! I am blessed to be the first to welcome you to this righteous service.""",,
CMSNTextWelcomePart2_luddic,CMSNTextWelcomePart2,$faction.id == luddic_church,,"""I shall not detain you from your holy work, but please do not hesitate to ask if there is anything I can do for you.""",,
CMSNTextChangeMind_luddic,CMSNTextChangeMind,$faction.id == luddic_church,,"""Indeed, not everyone is called to walk this path, beset as it is by violence, temptation, and hardship. Be not shamed to find a humbler path toward the spiritual love the Blessed Ludd has brought to our unworthy souls.   

Let me set aside the glorious and terrible to ask if there is anything else I can do for you?""",,
CMSNResignAskToConfirm_luddic,CMSNResignAskToConfirm,$faction.id == luddic_church,,"""Are you sure, child of Earth? The Church of Galactic Redemption is the worldly expression of Ludd's holy teachings, the only path to salvation not only of your own soul, but the means by which all humanity may raise itself from the scourge of collective sin.

I cannot sit in judgement of your soul; the spiritual consequence of your choice is between you and the Divine. But the faithful are but women and men of these fallen worlds, and they may see in you one who has turned their back on the path of the Blessed Ludd. You would be scorned by the Faithful.""",,
CMSNResignConfirmed_luddic,CMSNResignConfirmed,$faction.id == luddic_church,,"""I can see there's no changing your mind. Be wary of the path you tread, but remember that Ludd loved even those those that were betrayers in that final day.""",,
CMSNResignCancelled_luddic,CMSNResignCancelled,$faction.id == luddic_church,,"""A wise choice. Our spirits are tested in this work we do, and sometimes our faith falters. But remember always that the light of Ludd illuminates the righteous path, however dim it may seem in times of great difficulty.""",,
,,,,,,
# Hegemony commission,,,,,,
CMSNTextRejectHostile_hegemony,CMSNTextRejectHostile,$faction.id == hegemony,,"""Is this some kind of joke, citizen? If you are who you are claiming to be, you'd be on several top-level Ministry wanted lists. In fact, I'm going to have to report this entire conversation to Hegemony COMSEC.""",,
CMSNTextHasOther_hegemony,CMSNTextHasOther,$faction.id == hegemony,,"""You're already commissioned by $theOtherCommissionFaction. I don't know if loyalty means anything to you, citizen, but it is a core pillar of our values. You would have to resign that commission before you'd even be considered for commission as an auxiliary by the Hegemony.""",,
CMSNTextUnsuited_hegemony,CMSNTextUnsuited,$faction.id == hegemony,,"""You do not meet the criteria for receiving a commission, citizen.""",,
CMSNTextSuitedPart1_hegemony,CMSNTextSuitedPart1,$faction.id == hegemony,,"""Hmm, Fleet Intelligence has been watching you for some time it seems, and it says here that you clear the checks.

Accepting a commission with the Hegemony is a serious matter, citizen. You will be required to fight enemies of the Hegemony and assist in upholding law and order where the official apparatus cannot reach. Above all, you will dedicate yourself to fighting for the restoration of the Domain over human space.

I must inform you that you have the right to resign your commission at any time. And while there have been honourable circumstances for resignation in the past, between us, let me add that doing so would be considered highly suspicious by Fleet Intelligence, to say nothing of what the loyal Hegemony officer corps would think.",,
CMSNTextSuitedPart2_hegemony,CMSNTextSuitedPart2,$faction.id == hegemony,,"""By the power invested in me by the office of the High Hegemon, I offer you commission as auxilliary to the Hegemony Navy. Do you wish to sign on?""",,
CMSNTextWelcomePart1_hegemony,CMSNTextWelcomePart1,$faction.id == hegemony,,"""Excellent! Welcome to the service.""",,
CMSNTextWelcomePart2_hegemony,CMSNTextWelcomePart2,$faction.id == hegemony,,"""Is there anything else I can do for you, citizen?""",,
CMSNTextChangeMind_hegemony,CMSNTextChangeMind,$faction.id == hegemony,,"""Yes, not everyone has the strength of character to uphold the values of the Hegemony to the standards that are required. The Sector has need of merchants and shuttle pilots, after all. Those are also honourable careers in their own small way.

Anything else I can do for you?""",,
